Plant,Product series,產品類型,客戶代碼,客戶名稱
3760,SM6126BTT,DT-Mouse,61,
3760,SM6126TT,DT-Mouse,61,
3760,SM6127,DT-Mouse,61,
3760,SM6127R,DT-Mouse,61,
3760,SM6127RTT,DT-Mouse,61,
3760,SM6127TT,DT-Mouse,61,
3760,SM6128,DT-Mouse,61,
3760,SM6160,DT-Mouse,61,
3760,SM6160TT,DT-Mouse,61,
3760,SM6162,DT-Mouse,61,
3760,SM6162TT,DT-Mouse,61,
3760,SM6220A,DT-Mouse,62,Corsair
3760,SM6220ATT,DT-Mouse,62,Corsair
3760,SM6220TT,DT-Mouse,62,Corsair
3760,SM6221,DT-Mouse,62,Corsair
3760,SM6280,DT-Mouse,62,Corsair
3760,SM6281,DT-Mouse,62,Corsair
3760,SM62830CA,DT-Mouse,62,Corsair
3760,SM6283WCA,DT-Mouse,62,Corsair
3760,SM6283YCA,DT-Mouse,62,Corsair
3760,SM6620,DT-Mouse,66,Distribution
3760,SM6860S,DT-Mouse,68,LG
3760,SM6864,DT-Mouse,68,LG
3760,SM6864LG,DT-Mouse,68,LG
3760,SM6864PB0,DT-Mouse,68,LG
3760,SM6864WL,DT-Mouse,68,LG
3760,SM72600C0,DT-Mouse,72,Onward
3760,SM7260BC0,DT-Mouse,72,Onward
3760,SM7260PC0,DT-Mouse,72,Onward
3760,SM7260RC0,DT-Mouse,72,Onward
3760,SM7260UC0,DT-Mouse,72,Onward
3760,SM72710C0,DT-Mouse,72,Onward
3760,SM7271BC0,DT-Mouse,72,Onward
3760,SM7271EC0,DT-Mouse,72,Onward
3760,SM7271GC0,DT-Mouse,72,Onward
3760,SM7271PC0,DT-Mouse,72,Onward
3760,SM8123,DT-Mouse,81,Dell
3760,SM8123B,DT-Mouse,81,Dell
3760,SM8123R,DT-Mouse,81,Dell
3760,SM8123T,DT-Mouse,81,Dell
3760,SM8123W,DT-Mouse,81,Dell
3760,SM8123WB,DT-Mouse,81,Dell
3760,SM8123WR,DT-Mouse,81,Dell
3760,SM8124B,DT-Mouse,81,Dell
3760,SM8124TB,DT-Mouse,81,Dell
3760,SM8125R,DT-Mouse,81,Dell
3760,SM8164R,DT-Mouse,81,Dell
3760,SM8191R,DT-Mouse,81,Dell
3760,SM8191TR,DT-Mouse,81,Dell
3760,SM81920C0,DT-Mouse,81,Dell
3760,SM8192AR,DT-Mouse,81,Dell
3760,SM8192LR,DT-Mouse,81,Dell
3760,SM8192R,DT-Mouse,81,Dell
3760,SM8194CR,DT-Mouse,81,Dell
3760,SM8194GR,DT-Mouse,81,Dell
3760,SM8823,DT-Mouse,88,Lenovo
3760,SM8823B,DT-Mouse,88,Lenovo
3760,SM8823C,DT-Mouse,88,Lenovo
3760,SM8823W,DT-Mouse,88,Lenovo
3760,SM88280BS,DT-Mouse,88,Lenovo
3760,SM8828GBS,DT-Mouse,88,Lenovo
3760,SM8828SBS,DT-Mouse,88,Lenovo
3760,SM9013EPW,DT-Mouse,90,LITEON
3760,SM9020EPB,DT-Mouse,90,LITEON
3760,SM9020MA,DT-Mouse,90,LITEON
3760,SM9020W,DT-Mouse,90,LITEON
3760,SM9023A,DT-Mouse,90,LITEON
3760,SM9023EPW,DT-Mouse,90,LITEON
3760,SM9023G,DT-Mouse,90,LITEON
3760,SM9023M,DT-Mouse,90,LITEON
3760,SM9023MW,DT-Mouse,90,LITEON
3760,SM906B,DT-Mouse,90,LITEON
3760,SM906BR,DT-Mouse,90,LITEON
3760,SM9320T,DT-Mouse,93,ASUS
3760,SM9360,DT-Mouse,93,ASUS
3760,SM9360G,DT-Mouse,93,ASUS
3760,SM9360T,DT-Mouse,93,ASUS
3760,SM9361,DT-Mouse,93,ASUS
3760,SM9381AN,DT-Mouse,93,ASUS
3760,SSEC0FB10,Smart Pen,,
3760,SSEC0FB11,Smart Pen,,
3760,SSEC0MB10,Smart Pen,,
3760,SSEC0MB11,Smart Pen,,
3760,SSEC0MB12,Smart Pen,,
3760,SSEC0UB10,Smart Pen,,
3760,SSED0UBC0,Smart Pen,,
3760,SSED77DC0,Smart Pen,,
3760,SSMD10MH0,Smart Pen,,
3760,ST3870BC0,DT-Tablet Keyboard,38,Logitech
3760,ST3870BCM,DT-Tablet Keyboard,38,Logitech
3760,ST3870GC0,DT-Tablet Keyboard,38,Logitech
3760,ST3870GCM,DT-Tablet Keyboard,38,Logitech
3760,ST3870SC0,DT-Tablet Keyboard,38,Logitech
3760,ST3870WC0,DT-Tablet Keyboard,38,Logitech
3760,ST3870WCM,DT-Tablet Keyboard,38,Logitech
3760,SZ0090CN0,PCBA,00,Google
4070,SN1B63B40,NB,1,HP
4070,SN1B63B42,NB,1,HP
4070,SN1B63B60,NB,1,HP
4070,SN1B63B62,NB,1,HP
4070,SN1B63X40,NB,1,HP
4070,SN1B63X42,NB,1,HP
4070,SN1B63X50,NB,1,HP
4070,SN1B63X52,NB,1,HP
4070,SN1B63X60,NB,1,HP
4070,SN1B90B70,NB,1,HP
4070,SN1B90B80,NB,1,HP
4070,SN1B90B82,NB,1,HP
4070,SN1B90X60,NB,1,HP
4070,SN1B90X62,NB,1,HP
4070,SN1B90X70,NB,1,HP
4070,SN1C63B30,NB,1,HP
4070,SN1C63B40,NB,1,HP
4070,SN1C63X20,NB,1,HP
4070,SN1C64B30,NB,1,HP
4070,SN1C64B40,NB,1,HP
4070,SN1C64X20,NB,1,HP
4070,SN1C66X10,NB,1,HP
4270,PCBA,PCBA,,
4270,SB3823,DT-Keyboard+Mouse,38,Logitech
4270,SB3861H,DT-Keyboard+Mouse,38,Logitech
4270,SB3876,DT-Keyboard+Mouse,38,Logitech
4270,SB3876A,DT-Keyboard+Mouse,38,Logitech
4270,SB3876M,DT-Keyboard+Mouse,38,Logitech
4270,SB3876W,DT-Keyboard+Mouse,38,Logitech
4270,SB3876WA,DT-Keyboard+Mouse,38,Logitech
4270,SB8123,DT-Keyboard+Mouse,81,Dell
4270,SK3823,DT-Keyboard,38,Logitech
4270,SK3823B,DT-Keyboard,38,Logitech
4270,SK3876,DT-Keyboard,38,Logitech
4270,SK3876M,DT-Keyboard,38,Logitech
4270,SK3876W,DT-Keyboard,38,Logitech
4270,SK3881H,DT-Keyboard,38,Logitech
4270,SK8123U,DT-Keyboard,81,Dell
4270,SK8123W,DT-Keyboard,81,Dell
4270,SM38700C0,DT-Mouse,38,Logitech
4270,SM3870BC0,DT-Mouse,38,Logitech
4270,SM3870PC0,DT-Mouse,38,Logitech
4270,SM3870SC0,DT-Mouse,38,Logitech
4270,SM3870WC0,DT-Mouse,38,Logitech
4270,SM6221,DT-Mouse,62,Corsair
4270,SM62210CA,DT-Mouse,62,Corsair
4270,SM6281,DT-Mouse,62,Corsair
4270,SM6281GCA,DT-Mouse,62,Corsair
4270,SM8123,DT-Mouse,81,Dell
4270,SM8123B,DT-Mouse,81,Dell
4270,SM8192R,DT-Mouse,81,Dell
4270,SM8194CR,DT-Mouse,81,Dell
4270,SM8194GR,DT-Mouse,81,Dell
4270,SM8823B,DT-Mouse,88,Lenovo
4270,SM8823C,DT-Mouse,88,Lenovo
4270,SN2006B2A,NB,2,Dell
4270,SN2006X2A,NB,2,Dell
4270,SN2007B2A,NB,2,Dell
4270,SN2007X2A,NB,2,Dell
4270,SN2B01B2A,NB,2,Dell
4270,SP2B03B00,TP,2,Dell
429A,SB3823,DT-Keyboard+Mouse,38,Logitech
429A,SB3861H,DT-Keyboard+Mouse,38,Logitech
429A,SB3876,DT-Keyboard+Mouse,38,Logitech
429A,SB3876A,DT-Keyboard+Mouse,38,Logitech
429A,SB3876M,DT-Keyboard+Mouse,38,Logitech
429A,SK3876,DT-Keyboard,38,Logitech
429A,SK3876M,DT-Keyboard,38,Logitech
429A,SK3876W,DT-Keyboard,38,Logitech
429A,SM6221,DT-Mouse,62,Corsair
429A,SM6281,DT-Mouse,62,Corsair
429A,SM6281GCA,DT-Mouse,62,Corsair
429A,SM8123,DT-Mouse,81,Dell
429A,SM8123B,DT-Mouse,81,Dell
429A,SM8123W,DT-Mouse,81,Dell
429A,SM8192R,DT-Mouse,81,Dell
429A,SM8194CR,DT-Mouse,81,Dell
429A,SM8194GR,DT-Mouse,81,Dell
429A,SN2006B2A,NB,2,Dell
429A,SN2006BZ,NB,2,Dell
429A,SN2006X2A,NB,2,Dell
429A,SN2006Z,NB,2,Dell
429A,SN2007B2A,NB,2,Dell
429A,SN2007BZ,NB,2,Dell
429A,SN2007X2A,NB,2,Dell
429A,SN2007Z,NB,2,Dell
429A,SN2010Z,NB,2,Dell
429A,SN2011CZ,NB,2,Dell
429A,SN2011Z,NB,2,Dell
429A,SN2B01B20,NB,2,Dell
429A,SN2B01B2A,NB,2,Dell
429A,SP2B03B00,TP,2,Dell
